week_id;week_start;week_end;date;day_name;hour;hour_time;r_value;reference_r;deviation_pct;actual_pv_Wh;radiation;cloud_cover;r_clear_candidate_flag;point_set;include_yn;reason;decision_source;previous_decision_preserved_yn;manual_note;source_file;generated_at
2026-W22;2026-05-25;2026-05-31;2026-05-25;pon;16;16:00;6.1103;6.7000;-8.8;4100;671;5;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-26;wt;09;09:00;1.4113;1.5000;-5.9;700;496;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-26;wt;14;14:00;5.9859;6.6000;-9.3;5100;852;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-26;wt;15;15:00;6.3776;6.9000;-7.6;5000;784;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-26;wt;17;17:00;5.7301;6.0000;-4.5;3100;541;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-27;śr;09;09:00;1.5936;1.5000;6.2;800;502;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-28;czw;09;09:00;1.5267;1.5000;1.8;800;524;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
2026-W22;2026-05-25;2026-05-31;2026-05-28;czw;10;10:00;2.5335;2.8000;-9.5;1700;671;0;True;green;y;;default;false;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-05-30T18:03:02
