period_type;period_id;period_start;period_end;records_count;duration_minutes;max_gap_minutes;total_origin_zero;home_consumption_kWh;ev_consumption_kWh;total_consumption_kWh;inverter_output_kWh;pv_production_kWh;import_kWh;export_kWh;battery_charge_kWh;battery_discharge_kWh;pv_counter_start_kWh;pv_counter_end_kWh;pv_counter_delta_kWh;inverter_output_counter_start_kWh;inverter_output_counter_end_kWh;inverter_output_counter_delta_kWh;import_counter_start_kWh;import_counter_end_kWh;import_counter_delta_kWh;export_counter_start_kWh;export_counter_end_kWh;export_counter_delta_kWh;battery_charge_counter_start_kWh;battery_charge_counter_end_kWh;battery_charge_counter_delta_kWh;battery_discharge_counter_start_kWh;battery_discharge_counter_end_kWh;battery_discharge_counter_delta_kWh;ev_counter_start_kWh;ev_counter_end_kWh;ev_counter_delta_kWh;soc_start_pct;soc_end_pct;soc_delta_pct;battery_capacity_kWh;battery_energy_change_kWh;battery_net_release_kWh;battery_net_storage_kWh;system_energy_available_kWh;system_energy_accounted_kWh;system_losses_kWh;system_losses_pct;system_balance_efficiency_pct;system_losses_estimated_yn;system_losses_basis;battery_efficiency_pct;quality_flag
total;total;2026-05-11 14:55:00;2026-07-12 17:20:00;16468;89425.000;3310.000;True;3463.500;2037.500;5501.000;2887.800;3199.300;3701.300;1088.100;2137.400;1922.300;0.000;3199.300;3199.300;0.000;2887.800;2887.800;0.000;3701.300;3701.300;0.000;1088.100;1088.100;0.000;2137.400;2137.400;0.000;1922.300;1922.300;0.000;2037.500;2037.500;38.000;26.000;-12.000;10.600;-1.272;1.272;0.000;6901.872;6589.100;312.772;4.532;95.468;y;counter_origin_zero_with_first_available_soc;89.936;total_origin_zero,period_has_gaps,system_losses_total_uses_first_available_soc
