date;hour;hour_time;r_observed;r_source;forecast_cloud_cover_pct;forecast_cloud_class_pct;actual_pv_Wh;radiation;r_clear_candidate_flag;reference_r_at_observation;deviation_vs_reference_pct;source_file;first_seen_at;last_updated_at
2026-06-07;12;12:00;4.6099;calculated_actual_pv_Wh_div_radiation;9.0;10;3900;846;True;5.2000;-11.3;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T20:48:53;2026-07-12T18:01:01
2026-06-07;13;13:00;4.5673;calculated_actual_pv_Wh_div_radiation;8.0;10;3800;832;True;5.9000;-22.6;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T20:48:53;2026-07-12T18:01:01
2026-06-07;14;14:00;5.5229;calculated_actual_pv_Wh_div_radiation;2.0;5;4700;851;True;6.5000;-15.0;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T20:48:53;2026-07-12T18:01:01
2026-06-08;05;05:00;25.0000;calculated_actual_pv_Wh_div_radiation;1.0;5;100;4;False;0.0000;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T20:48:53;2026-07-12T18:01:01
2026-06-08;07;07:00;3.1915;calculated_actual_pv_Wh_div_radiation;1.0;5;600;188;True;1.0000;219.1;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T20:48:53;2026-07-12T18:01:01
2026-06-08;21;21:00;0.0000;calculated_actual_pv_Wh_div_radiation;0.0;0;0;15;False;0.0000;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-08T23:00:37;2026-07-12T18:01:01
2026-06-09;12;12:00;5.1205;calculated_actual_pv_Wh_div_radiation;6.0;10;3400;664;True;5.2000;-1.5;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-09T14:00:39;2026-07-12T18:01:01
2026-06-12;07;07:00;3.8278;calculated_actual_pv_Wh_div_radiation;4.0;5;800;209;True;1.0000;282.8;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-12T09:00:33;2026-07-12T18:01:01
2026-06-12;09;09:00;2.1073;calculated_actual_pv_Wh_div_radiation;6.0;10;1100;522;True;2.7000;-22.0;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-12T12:00:33;2026-07-12T18:01:01
2026-06-12;11;11:00;5.4717;calculated_actual_pv_Wh_div_radiation;10.0;10;2900;530;True;4.5000;21.6;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-12T13:04:00;2026-07-12T18:01:01
2026-06-12;15;15:00;8.1377;calculated_actual_pv_Wh_div_radiation;3.0;5;5200;639;True;6.9000;17.9;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-12T17:02:18;2026-07-12T18:01:01
2026-06-12;20;20:00;0.0000;calculated_actual_pv_Wh_div_radiation;0.0;0;0;115;True;2.6000;-100.0;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-12T22:05:01;2026-07-12T18:01:01
2026-06-13;13;13:00;7.1987;calculated_actual_pv_Wh_div_radiation;3.0;5;4600;639;True;5.9000;22.0;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-13T15:00:33;2026-07-12T18:01:01
2026-06-14;05;05:00;40.0000;calculated_actual_pv_Wh_div_radiation;0.0;0;200;5;False;0.0000;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T07:04:01;2026-07-12T18:01:01
2026-06-14;06;06:00;5.1282;calculated_actual_pv_Wh_div_radiation;7.0;10;400;78;False;0.0000;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T08:00:35;2026-07-12T18:01:01
2026-06-14;09;09:00;2.8017;calculated_actual_pv_Wh_div_radiation;5.0;5;1300;464;True;2.7000;3.8;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T12:05:03;2026-07-12T18:01:01
2026-06-14;10;10:00;3.2520;calculated_actual_pv_Wh_div_radiation;3.0;5;2000;615;True;3.7000;-12.1;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T12:05:03;2026-07-12T18:01:01
2026-06-14;15;15:00;6.3898;calculated_actual_pv_Wh_div_radiation;0.0;0;2000;313;True;6.9000;-7.4;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T17:00:36;2026-07-12T18:01:01
2026-06-14;16;16:00;7.6923;calculated_actual_pv_Wh_div_radiation;0.0;0;4400;572;True;7.0000;9.9;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T18:05:04;2026-07-12T18:01:01
2026-06-14;18;18:00;5.2023;calculated_actual_pv_Wh_div_radiation;0.0;0;1800;346;True;5.8000;-10.3;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T20:00:37;2026-07-12T18:01:01
2026-06-14;19;19:00;2.7451;calculated_actual_pv_Wh_div_radiation;0.0;0;700;255;True;4.4000;-37.6;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T21:03:18;2026-07-12T18:01:01
2026-06-14;20;20:00;1.7241;calculated_actual_pv_Wh_div_radiation;7.0;10;200;116;True;2.6000;-33.7;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-14T22:00:35;2026-07-12T18:01:01
2026-06-15;06;06:00;8.1081;calculated_actual_pv_Wh_div_radiation;0.0;0;600;74;False;0.0000;;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-15T08:00:35;2026-07-12T18:01:01
2026-06-15;07;07:00;3.7915;calculated_actual_pv_Wh_div_radiation;0.0;0;800;211;True;1.0000;279.1;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-15T09:02:19;2026-07-12T18:01:01
2026-06-15;10;10:00;1.7742;calculated_actual_pv_Wh_div_radiation;8.0;10;1100;620;True;3.7000;-52.0;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-15T12:00:35;2026-07-12T18:01:01
2026-06-15;13;13:00;3.5627;calculated_actual_pv_Wh_div_radiation;8.0;10;2900;814;True;5.9000;-39.6;/work/20_analysis/20_40_meteo_forecast/20_40_11_pv_weather_model/20_40_11_pv_weather_common.csv;2026-06-15T15:02:17;2026-07-12T18:01:01
