week_id;week_start;week_end;candidate_count;green_count;red_count;included_count;excluded_count;excluded_above_count;excluded_below_count;preserved_decisions_count;generated_at
2026-W22;2026-05-25;2026-05-31;31;8;23;8;23;10;13;23;2026-05-30T19:15:42
